dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1609542000,2021-01-01 23:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,273.12,2816,271.85,266.14,272.32,273.22,1012,,,90,9.8,350,,,,1.03,,100,601,Snow,snow,13n
1609545600,2021-01-02 00:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,273.23,3200,271.12,266.46,272.32,274.03,1014,,,84,9.3,350,,,,0.51,,100,601,Snow,snow,13n
1609549200,2021-01-02 01:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,273.14,1207,271.46,266.17,271.8,273.8,1014,,,87,9.8,340,,,,2.04,,100,601,Snow,snow,13n
1609549200,2021-01-02 01:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,273.14,1207,271.46,266.17,271.8,273.8,1014,,,87,9.8,340,,,,2.04,,100,701,Mist,mist,50n
1609552800,2021-01-02 02:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,273.12,6437,271.85,266.49,271.89,273.22,1013,,,90,8.8,350,0,,,1.41,,100,601,Snow,snow,13n
1609552800,2021-01-02 02:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,273.12,6437,271.85,266.49,271.89,273.22,1013,,,90,8.8,350,0,,,1.41,,100,701,Mist,mist,50n
1609556400,2021-01-02 03:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,272.88,8047,271.34,266.59,271.21,273.2,1014,,,88,7.7,350,,,,0.28,4.3,100,701,Mist,mist,50n
1609556400,2021-01-02 03:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,272.88,8047,271.34,266.59,271.21,273.2,1014,,,88,7.7,350,,,,0.28,4.3,100,600,Snow,light snow,13n
1609560000,2021-01-02 04:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,271.91,8047,269.97,267.27,270.65,272.18,1014,,,85,4.1,350,,,,,,40,721,Haze,haze,50n
1609563600,2021-01-02 05:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,270.89,8047,269.24,265.67,270.1,271.18,1014,,,87,4.6,340,,,,,,0,701,Mist,mist,50n
